Czas2,Czas,Pressure - leak line,Temperature - leak line,Pressure - output,Temperature - suction line,Temperature - output,Flow - leak line,Flow - output,Temp. diff,stan
2024-03-14 10:21:43+00:00,2024-03-14 10:21:43+00:00,0.18,19.29,0.0,18.08,17.46,1.01,-0.57,1.2100000000000009,1
2024-03-14 10:21:44+00:00,2024-03-14 10:21:44+00:00,0.1844262295081966,19.302459016393428,0.0,18.083442622950823,17.46360655737706,1.0150819672131144,-0.5418032786885246,1.2190163934426046,1
2024-03-14 10:21:45+00:00,2024-03-14 10:21:45+00:00,0.18320754716981127,19.29792452830187,0.0,18.083396226415108,17.460188679245295,1.0130188679245287,-0.5216981132075476,1.2145283018867623,1
2024-03-14 10:21:46+00:00,2024-03-14 10:21:46+00:00,0.18148148148148138,19.294444444444434,0.0,18.0851851851852,17.445925925925938,1.0127777777777784,-0.5274074074074074,1.209259259259234,1
2024-03-14 10:21:47+00:00,2024-03-14 10:21:47+00:00,0.18326086956521742,19.31978260869564,0.004565217391304348,18.107391304347836,17.457826086956523,1.0167391304347837,-0.5408695652173916,1.212391304347804,1
2024-03-14 10:21:48+00:00,2024-03-14 10:21:48+00:00,0.188409090909091,19.28181818181817,11.991136363636366,18.114318181818188,17.45954545454546,1.0129545454545459,1.4693181818181815,1.1674999999999827,1
2024-03-14 10:21:49+00:00,2024-03-14 10:21:49+00:00,0.19289473684210542,19.308421052631587,12.068421052631582,18.113947368421055,17.52157894736841,1.0136842105263157,6.8521052631578945,1.1944736842105321,1
2024-03-14 10:21:50+00:00,2024-03-14 10:21:50+00:00,0.19756756756756771,19.29567567567566,13.50324324324324,18.1064864864865,17.622702702702696,1.010540540540541,11.380540540540542,1.189189189189161,1
2024-03-14 10:21:51+00:00,2024-03-14 10:21:51+00:00,0.19937500000000008,19.356875000000002,15.22625,18.086874999999992,17.665624999999995,1.0118750000000005,15.800624999999997,1.2700000000000102,1
2024-03-14 10:21:52+00:00,2024-03-14 10:21:52+00:00,0.21032258064516127,19.391935483870967,16.566774193548387,18.073870967741936,17.62258064516129,1.009354838709678,20.23870967741936,1.3180645161290307,1
2024-03-14 10:21:53+00:00,2024-03-14 10:21:53+00:00,0.21000000000000002,19.432000000000006,18.076,18.025999999999996,17.543,1.0100000000000007,24.719333333333335,1.4060000000000095,1
2024-03-14 10:21:54+00:00,2024-03-14 10:21:54+00:00,0.2092592592592593,19.48851851851852,19.169259259259256,17.97703703703704,17.478518518518523,1.008518518518519,29.145555555555553,1.511481481481482,1
2024-03-14 10:21:55+00:00,2024-03-14 10:21:55+00:00,0.21296296296296302,19.550370370370366,20.467037037037038,17.91444444444444,17.44407407407407,1.0088888888888892,33.55407407407407,1.6359259259259247,1
2024-03-14 10:21:56+00:00,2024-03-14 10:21:56+00:00,0.212,19.6376,21.805999999999997,17.871600000000004,17.4676,1.0100000000000005,37.932800000000015,1.7659999999999947,1
2024-03-14 10:21:57+00:00,2024-03-14 10:21:57+00:00,0.21307692307692305,19.701538461538462,23.530384615384612,17.84884615384615,17.485769230769236,1.0050000000000003,42.06923076923077,1.8526923076923119,1
